entity	entity_count	similar_entity	similar_entity_count	dice_score	
William Axon Mansell. 405 Oxford Street, London.	207	William Axion Mansell, 405 Oxford Street, London.	51	0.9263157894736842	
William Axon Mansell. 405 Oxford Street, London.	207	Axon Mansell and Charles William Ramie, 316-317 Oxford Street, London.	1	0.6896551724137931	
William Axon Mansell. 405 Oxford Street, London.	207	William Axon Mansell and Charles William Ramie, 316-317 Oxford Street, London.	1	0.6612903225806451	
William Axon Mansell. 405 Oxford Street, London.	207	William Axon Mansell, 271 and 273 Oxford Street, London.	1	0.803921568627451	
William Axon Mansell. 405 Oxford Street, London.	207	William Axon Mansell 271 and 273 Oxford Street, London.	4	0.8118811881188119	
Lafayette Limited, 36 College Green, Dublin.	206	Lafayette Limited, 36 College Green, Dublen.	4	0.9534883720930233	
Lafayette Limited, 36 College Green, Dublin.	206	Lafayette Ltd, 36 College Green, Dublin.	1	0.9024390243902439	
S Hildesheimer and Company, 15 Silk Street, London.	205	Histed and Company, 42 Baker Street, London.	4	0.6666666666666666	
S Hildesheimer and Company, 15 Silk Street, London.	205	S Hildesheimer & Co Ltd, 15 Silk street, London.	3	0.7835051546391752	
S Hildesheimer and Company, 15 Silk Street, London.	205	S Hildesheimer.15 Silk Street, London.	1	0.8045977011494253	
S Hildesheimer and Company, 15 Silk Street, London.	205	S. Hildesheimer [and Company] Limited, 15 Silk Street, London.	2	0.8468468468468469	
S Hildesheimer and Company, 15 Silk Street, London.	205	Sheather and Company, 148 Upper Thames Street, London.	2	0.6601941747572816	
S Hildesheimer and Company, 15 Silk Street, London.	205	S Hildesheimer and Company, 76 Dantzic Street, Manchester.	19	0.6542056074766355	
S Hildesheimer and Company, 15 Silk Street, London.	205	Tubbs Hiscock and Company, 1 Fell Street, London.	2	0.6530612244897959	
S Hildesheimer and Company, 15 Silk Street, London.	205	G A Witt and Company, 45 Lime Street, London.	6	0.6595744680851063	
S Hildesheimer and Company, 15 Silk Street, London.	205	James and Company, 19 Eversholt Street, London.	1	0.6875	
S Hildesheimer and Company, 15 Silk Street, London.	205	S Hildesheimer and Company, 15 Silk Street London.	117	0.9696969696969697	
S Hildesheimer and Company, 15 Silk Street, London.	205	S Hildenheimer & Co, 15 Silk Street, London.	1	0.8172043010752689	
S Hildesheimer and Company, 15 Silk Street, London.	205	S Hildesheimer and Company Limited, 15 Silk Street, London.	4	0.9074074074074074	
S Hildesheimer and Company, 15 Silk Street, London.	205	Croggon and Company, 10 Upper Thames Street, London.	1	0.6534653465346535	
S Hildesheimer and Company, 15 Silk Street, London.	205	S Hildesheimer and Company , 15 Silk Street. London.	8	0.9306930693069307	
S Hildesheimer and Company, 15 Silk Street, London.	205	S Hildesheimer & Co. Limited, 15 Silk Street, London EC.	2	0.7428571428571429	
S Hildesheimer and Company, 15 Silk Street, London.	205	James Roberts and Company, 27 Milk Street, London.	1	0.6868686868686869	
S Hildesheimer and Company, 15 Silk Street, London.	205	Reynolds and Company, 32 St James Street, London.	2	0.6530612244897959	
S Hildesheimer and Company, 15 Silk Street, London.	205	J Evershed and Company, 8 King Street, Snow Hill, London.	2	0.660377358490566	
S Hildesheimer and Company, 15 Silk Street, London.	205	Rumpff and Company, 52 Lime Street, London.	1	0.6521739130434783	
S Hildesheimer and Company, 15 Silk Street, London.	205	J Simmons and Company, 68 Upper Thames Street, London.	1	0.6796116504854369	
George Perry Abraham, Keswick.	203	George Perry Abraham, Lake Road, Keswick.	336	0.8405797101449275	
George Perry Abraham, Keswick.	203	Ashley Perry Abraham, 30 Lake Road, Keswick.	71	0.6666666666666666	
George Perry Abraham, Keswick.	203	George Dixon Abraham, Keswick.	57	0.7931034482758621	
George Perry Abraham, Keswick.	203	Georgee Dixon Abraham, Keswick.	1	0.7796610169491526	
George Perry Abraham, Keswick.	203	George Percy Abraham, Lake Road, Keswick.	8	0.782608695652174	
George Perry Abraham, Keswick.	203	George Perry Abraham, Lake Road, Keswick, Cumberland.	4	0.691358024691358	
George Perry Abraham, Keswick.	203	George Dixon Abraham, Idwal, Keswick.	79	0.7076923076923077	
George Perry Abraham, Keswick.	203	Ashley Perry Abraham, The Serces, Keswick.	1	0.6857142857142857	
George Perry Abraham, Keswick.	203	Ashley Perry Abraham, Lake Road, Keswick.	134	0.6956521739130435	
George Perry Abraham, Keswick.	203	George Percy Abraham, 30 Lake Road, Keswick.	2	0.75	
George Perry Abraham, Keswick.	203	George Perry Abraham, Victoria Buildings, Keswick.	16	0.7435897435897436	
George Perry Abraham, Keswick.	203	Ashley Perry Abraham, The Screes, Keswick.	66	0.6857142857142857	
George Perry Abraham, Keswick.	203	Ashley Perry Abraham, Lake Rod, Keswick.	21	0.7058823529411765	
George Perry Abraham, Keswick.	203	George Dixon Abraham, Lake Road, Keswick.	48	0.6666666666666666	
George Perry Abraham, Keswick.	203	George Percy Abraham, Victoria Buildings, Keswick.	1	0.6923076923076923	
Horace Walter Nicholls, The Goch Studio, Pritchard Street, Johannesburg.	197	Horace Walter Nicholls, The Goch Studio, Pritchard Street, Johannesburg, South Africa. A British Subject.	49	0.8	
Horace Walter Nicholls, The Goch Studio, Pritchard Street, Johannesburg.	197	Horace Walter Nicholls, The Dock Studio, Pritchard Street, Johannesburg, South Africa.	2	0.8589743589743589	
Horace Walter Nicholls, The Goch Studio, Pritchard Street, Johannesburg.	197	Horace William Nicholls, The Goch Studio, Johannesburg.	1	0.752	
Horace Walter Nicholls, The Goch Studio, Pritchard Street, Johannesburg.	197	Horace Walter Nicholls, The Goch Studio, Pritchard Street, Johannesburg, South Africa.	18	0.8974358974358975	
James Ewing, 390 Great Western Road, Aberdeen.	194	James Ewing, Great Western Road, Aberdeen.	1	0.9534883720930233	
Alexander Corbett, 78, Balcombe Street, Dorset Square, London.	190	Alexander Corbett, 78 balcombe St, Dorset Sq, London.	1	0.8495575221238938	
Alexander Corbett, 78, Balcombe Street, Dorset Square, London.	190	Alexander Corbett, 78 Balcome St, Dorset Sq, London.	1	0.8571428571428571	
Alexander Corbett, 78, Balcombe Street, Dorset Square, London.	190	Alexander Corbett, 78 Balcombe St, Dorset Sq, London.	2	0.8849557522123894	
Alexander Corbett, 78, Balcombe Street, Dorset Square, London.	190	Alexander Corbett, 78 Balcombe Street, Dorset Square, London.	189	0.9752066115702479	
Alexander Corbett, 78, Balcombe Street, Dorset Square, London.	190	Alexander Corbett, 78 Balcombe Street, Dorset Square.	964	0.8849557522123894	
Alexander Corbett, 78, Balcombe Street, Dorset Square, London.	190	Alexander Corbett,78 Balcombe Street, Dorset Square.	10	0.8571428571428571	
Alexander Corbett, 78, Balcombe Street, Dorset Square, London.	190	Alexander Corbett, 78 Balcome Street, Dorset Square, London.	251	0.95	
Alexander Corbett, 78, Balcombe Street, Dorset Square, London.	190	Alexander Corbett, 2 Orchard Street, London.	1	0.6538461538461539	
Alexander Corbett, 78, Balcombe Street, Dorset Square, London.	190	Alexander Corbett, 78 Balcombe Street. Dorset Square.	1	0.8495575221238938	
Alexander Corbett, 78 Balcombe Street, Dorset Square, London.	189	Alexander Corbett, 78 balcombe St, Dorset Sq, London.	1	0.875	
Alexander Corbett, 78 Balcombe Street, Dorset Square, London.	189	Alexander Corbett, 78 Balcome St, Dorset Sq, London.	1	0.8828828828828829	
Alexander Corbett, 78 Balcombe Street, Dorset Square, London.	189	Alexander Corbett, 78 Balcombe St, Dorset Sq, London.	2	0.9107142857142857	
Alexander Corbett, 78 Balcombe Street, Dorset Square, London.	189	Alexander Corbett, 78 Balcombe Street, Dorset Square.	964	0.9107142857142857	
Alexander Corbett, 78 Balcombe Street, Dorset Square, London.	189	Alexander Corbett,78 Balcombe Street, Dorset Square.	10	0.8828828828828829	
Alexander Corbett, 78 Balcombe Street, Dorset Square, London.	189	Alexander Corbett, 78, Balcombe Street, Dorset Square, London.	190	0.9752066115702479	
Alexander Corbett, 78 Balcombe Street, Dorset Square, London.	189	Alexander Corbett, 78 Balcome Street, Dorset Square, London.	251	0.9747899159663865	
Alexander Corbett, 78 Balcombe Street, Dorset Square, London.	189	Alexander Corbett, 2 Orchard Street, London.	1	0.6601941747572816	
Alexander Corbett, 78 Balcombe Street, Dorset Square, London.	189	Walter John Rawlings, 25 Balcombe Street, Dorset Square, London NW.	1	0.6507936507936508	
Alexander Corbett, 78 Balcombe Street, Dorset Square, London.	189	Alexander Corbett, 78 Balcombe Street. Dorset Square.	1	0.875	
William Francis Mansell, Elfin Works, Teddington, Middlesex.	182	Walter Henry Mansell, Elfin Works, Teddington, Middlesex.	408	0.7652173913043478	
William Francis Mansell, Elfin Works, Teddington, Middlesex.	182	William Francis Mansell, Elfin Works, Teddington.	19	0.8785046728971962	
William Francis Mansell, Elfin Works, Teddington, Middlesex.	182	William Francis Mansell, Elfin Works, Elfin Grove, Teddington, Middlesex.	3	0.9007633587786259	
William Francis Mansell, Elfin Works, Teddington, Middlesex.	182	William Francis Mansell, Elfin Grove, Teddington.	14	0.7663551401869159	
William Francis Mansell, Elfin Works, Teddington, Middlesex.	182	Walter Henry Mansell, Elfin Grove, Teddington, Middlesex.	10	0.6608695652173913	
William Francis Mansell, Elfin Works, Teddington, Middlesex.	182	John Drummond, Elfin Works, Teddington, Middlesex.	2	0.6666666666666666	
William Francis Mansell, Elfin Works, Teddington, Middlesex.	182	William Henry Mansell, Elfin Works, Teddington, Middlesex.	12	0.8793103448275862	
William Francis Mansell, Elfin Works, Teddington, Middlesex.	182	Walter Henry Mansell, Elfin Works, Elfin Grove, Teddington, Middlesex.	4	0.6875	
William Francis Mansell, Elfin Works, Teddington, Middlesex.	182	Walton Henry Mansell, Elfin Works, Teddington, Middlesex.	8	0.7652173913043478	
William Francis Mansell, Elfin Works, Teddington, Middlesex.	182	William Francis Mansell, Elfin Grove, Teddington, Middlesex.	25	0.8983050847457628	
William Francis Mansell, Elfin Works, Teddington, Middlesex.	182	Walter Henry Mansell, Elfin works Teddington, Middlesex.	3	0.7192982456140351	
Alexander Corbett, 36 Rutland Park Mansions, Willesden Green, London.	179	Photographs 1-15: Alexander Corbett, 36 Rutland Park Mansions, Willesden Green, London. Photograph 16: Alfred Ellis, 51 Baker Street, London.	2	0.6538461538461539	
Alexander Corbett, 36 Rutland Park Mansions, Willesden Green, London.	179	Alexander Corbett, 36 Rutland Park Mansions,Willesden Green, London.	2	0.9777777777777777	
Alexander Corbett, 36 Rutland Park Mansions, Willesden Green, London.	179	Alexander Corbett, 36, Rutland Park Mansions, Willesden Green, N W.	15	0.8955223880597015	
Alexander Corbett, 36 Rutland Park Mansions, Willesden Green, London.	179	Alexander Corbett, 36 Rutland Park Mansions, Willesden Green N.W.	3	0.8939393939393939	
Alexander Corbett, 36 Rutland Park Mansions, Willesden Green, London.	179	Alexander Corbett, 9 Riffel Road, Willesden Green, London.	6	0.704	
Alexander Corbett, 36 Rutland Park Mansions, Willesden Green, London.	179	Alexander Corbett, 36 Rutland Park Mansions Willseden Green, London.	4	0.9333333333333333	
Alexander Corbett, 36 Rutland Park Mansions, Willesden Green, London.	179	Alexander Corbett, 36 Rutland Park Mansions, Willesden Green.	5	0.9375	
Alexander Corbett, 36 Rutland Park Mansions, Willesden Green, London.	179	Alexander Corbett, 86 Rutland Park Mansions, Willesden Green, London.	16	0.9705882352941176	
Alexander Corbett, 36 Rutland Park Mansions, Willesden Green, London.	179	Alexander Corbett, 36, Rutland Park Mansions, Willesden Green, London.	10	0.9781021897810219	
Alexander Corbett, 36 Rutland Park Mansions, Willesden Green, London.	179	Alexander Corbett, 36 Rutland Park Mansions, Willesden Green London.	3	0.9777777777777777	
Alexander Corbett, 36 Rutland Park Mansions, Willesden Green, London.	179	Alexander Corbett, 86, Rutland Park Mansions, Willesden Green, London.	3	0.948905109489051	
Alexander Corbett, 36 Rutland Park Mansions, Willesden Green, London.	179	Alexander Corbett, 36 Rutland Mansions, Willesden Green, London.	1	0.9618320610687023	
Alexander Corbett, 36 Rutland Park Mansions, Willesden Green, London.	179	Alexander Corbett, 9 Reffel Road, Willesden Green, London.	1	0.704	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson and Company Limited, 2 St Swithin Street, Aberdeen.	633	0.9752066115702479	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson and Company, 2 St Swithin Street, Aberdeen.	52	0.9026548672566371	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson & Company, 2 St Swithin Street, Aberdeen.	35	0.8468468468468469	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson &amp; Company, 2 St Swithin Street Aberdeen.	39	0.7894736842105263	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson &amp; Company, 2 St Swithin Street, Aberdeen.	23	0.8173913043478261	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson and Company Limited, 2 Saint Swithin Street, Aberdeen.	418	0.9354838709677419	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson and Company Limited, St Swithin Street, Aberdeen.	10	0.957983193277311	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	0.7857142857142857	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	B W Wilson and Co, 2 St Swithin Street, Aberdeen.	1	0.8518518518518519	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	0.9243697478991597	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson &amp; Company Limited, 2 St Swithin Street, Aberdeen.	1	0.8943089430894309	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson & Company, 2, St Swithin Street, Aberdeen.	16	0.8214285714285714	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson and Company Limited. St Swithin Street, Aberdeen.	2	0.9243697478991597	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G N Wilson and Company Limited, St Swithin Street, Aberdeen.	2	0.9243697478991597	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	GW Wilson and Company Limited, 2 St Swithin Street, Aberdeen.	24	0.95	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson & Company Limited, 2 Saint Swithin Street, Aberdeen.	66	0.8852459016393442	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	GW Wilson, 2 Saint Swithin Street, Aberdeen.	315	0.7184466019417476	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	GW Wilson and Company Limited, 2 Saint Swithin Street, Aberdeen.	28	0.9105691056910569	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson and Company Limited, in liquidation, 2 St Swithin Street, Aberdeen.	2	0.8759124087591241	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson and Company, St Swithin Street, Aberdeen, Scotland.	18	0.7933884297520661	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson & Co Limited, 2 St Swithin Street, Aberdeen.	1	0.8947368421052632	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson, 2 St Swithin Street, Aberdeen.	5	0.7920792079207921	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson & Company Limited, in liquidation, 2 Saint Swithin Street, Aberdeen. John Hay Wilson, Liquidator.	8	0.6586826347305389	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson and Company Limited, 2, St Swithin Street, Aberdeen.	6	0.9508196721311475	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson & Co, 2 St Swithin Street, Aberdeen.	19	0.8113207547169812	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson and Company Limited 2 St Swithin Street, Aberdeen.	217	0.95	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	G W Wilson and Company Limited, 2 St Swithin Stret, Aberdeen.	1	0.9666666666666667	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	George Washington Wilson and Company, St Swithin's Street, Aberdeen, Scotland.	4	0.6715328467153284	
G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	GW Wilson & Company, 2 St Swithin Street, Aberdeen.	4	0.8181818181818182	
Blake & Mackenzie, 10 School Lane, Liverpool.	167	Blake and Mackenzie, 10 School Lane, Liverpool.	117	0.9333333333333333	
Blake & Mackenzie, 10 School Lane, Liverpool.	167	Blake & Mackenzie Limited, 10 School Lane, Liverpool.	8	0.8958333333333334	
Blake & Mackenzie, 10 School Lane, Liverpool.	167	Blake and Mackenzie Limited, School Lane, Liverpool.	1	0.8	
Blake & Mackenzie, 10 School Lane, Liverpool.	167	Blake and Mackenzie Limited, 10 School Lane, Liverpool.	45	0.8367346938775511	
Blake & Mackenzie, 10 School Lane, Liverpool.	167	Blake Mackenzie Limited, 10 School Lane, Liverpool.	123	0.8723404255319149	
C A Duval and Company, 14 Exchange Street, Manchester.	166	Thomas Agnew and Sons, 14 Exchange Street, Manchester.	8	0.7169811320754716	
C A Duval and Company, 14 Exchange Street, Manchester.	166	C A DuVal and Company, Manchester.	1	0.7209302325581395	
C A Duval and Company, 14 Exchange Street, Manchester.	166	William and Thomas Agnew, 14 Exchange Street, Manchester.	1	0.6972477064220184	
C A Duval and Company, 14 Exchange Street, Manchester.	166	C. A. Duval and company, Exchange Street, Manchester.	3	0.8761904761904762	
C A Duval and Company, 14 Exchange Street, Manchester.	166	Thomas Agnew and Son, 4 Exchange Street, Manchester.	1	0.6923076923076923	
C A Duval and Company, 14 Exchange Street, Manchester.	166	Harrison and Company, 9 Palace Street, Manchester.	1	0.6666666666666666	
C A Duval and Company, 14 Exchange Street, Manchester.	166	Nutting Lord and Company, 4 Palace Street, Manchester.	1	0.6792452830188679	
C A Duval and Company, 14 Exchange Street, Manchester.	166	E Harrison and Company, 9 Palace Street, Manchester.	1	0.6538461538461539	
C A Duval and Company, 14 Exchange Street, Manchester.	166	A T Stewart and Company, 4 Minshull Street, Manchester.	14	0.6542056074766355	
C A Duval and Company, 14 Exchange Street, Manchester.	166	Pearce Dickenson and Company, Bale Street, Manchester.	1	0.660377358490566	
C A Duval and Company, 14 Exchange Street, Manchester.	166	Friedrich and Company, 2 Dale Street, Manchester.	4	0.7128712871287128	
C A Duval and Company, 14 Exchange Street, Manchester.	166	C A Du Val and Company, St Ann's Square, Manchester.	1	0.6730769230769231	
C A Duval and Company, 14 Exchange Street, Manchester.	166	Oetling and Company, 50 Bloom Street, Manchester.	8	0.6534653465346535	
C A Duval and Company, 14 Exchange Street, Manchester.	166	Wild and Company, 54 St James Street, Manchester.	1	0.6534653465346535	
C A Duval and Company, 14 Exchange Street, Manchester.	166	Lancashire Insurance Company, Exchange Street, Manchester.	2	0.6909090909090909	
C A Duval and Company, 14 Exchange Street, Manchester.	166	Kolp and Company, George Street, Manchester.	1	0.7083333333333334	
C A Duval and Company, 14 Exchange Street, Manchester.	166	Baerlein and Company, Exchange Street, Manchester.	1	0.803921568627451	
C A Duval and Company, 14 Exchange Street, Manchester.	166	T Cartali and Company, Sacville Street, Manchester.	1	0.6601941747572816	
C A Duval and Company, 14 Exchange Street, Manchester.	166	T Agnew and Sons, 14 Exchange Street, Manchester.	1	0.7326732673267327	
C A Duval and Company, 14 Exchange Street, Manchester.	166	C A Duval and Company, St Ann's Square, Manchester.	1	0.7184466019417476	
C A Duval and Company, 14 Exchange Street, Manchester.	166	Whyte White and Company, York Street, Manchester.	1	0.6534653465346535	
C A Duval and Company, 14 Exchange Street, Manchester.	166	John Peel and Company, Peel Street, Manchester.	1	0.6666666666666666	
C A Duval and Company, 14 Exchange Street, Manchester.	166	Dwek Ades and Company, 102 Cross Street, Manchester.	2	0.6538461538461539	
C A Duval and Company, 14 Exchange Street, Manchester.	166	C H Traub and Company, 73 George Street, Manchester.	4	0.6730769230769231	
C A Duval and Company, 14 Exchange Street, Manchester.	166	Estcourt and Company, 57 Chapman Street, Manchester.	1	0.6538461538461539	
C A Duval and Company, 14 Exchange Street, Manchester.	166	Büchly and Company, 30 Newton Street, Manchester.	1	0.6534653465346535	
C A Duval and Company, 14 Exchange Street, Manchester.	166	Riensch am Ende and Company, Newton Street, Manchester.	1	0.6542056074766355	
C A Duval and Company, 14 Exchange Street, Manchester.	166	George Robinson and Company, David Street, Manchester.	1	0.660377358490566	
Underwood and Underwood, 26 Red Lion Square, London.	160	Underwood and Underwood, 3 Heddon Street, Regent Street, London.	9	0.6842105263157895	
Underwood and Underwood, 26 Red Lion Square, London.	160	Elmer Underwood, 26 Red Lion Square, London.	74	0.8297872340425532	
Underwood and Underwood, 26 Red Lion Square, London.	160	Underwood and Underwood, 3 Heddon Street, Regent Street, London W.	10	0.6551724137931034	
Underwood and Underwood, 26 Red Lion Square, London.	160	Underwood and Underwood, 26 Red Lion Square, London, England, and 14 Lafayette Place, New York, USA.	18	0.6666666666666666	
Underwood and Underwood, 26 Red Lion Square, London.	160	Bert Underwood, 26 Red Lion Square, London.	18	0.8387096774193549	
Underwood and Underwood, 26 Red Lion Square, London.	160	Underwood and Underwood, 26 Red Lion Square, London, England and 14 Lafayette Place, New York, USA.	63	0.6711409395973155	
Underwood and Underwood, 26 Red Lion Square, London.	160	Underwood & Underwood, 26 Red Lion Square, London.	19	0.94	
Underwood and Underwood, 26 Red Lion Square, London.	160	Underwood and Underwood, 26 Red Lion Square, London, and 14 Lafayette Place, New York, USA.	28	0.7092198581560284	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson and Company Limited, 2 St Swithin Street, Aberdeen.	633	0.95	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson and Company, 2 St Swithin Street, Aberdeen.	52	0.8571428571428571	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson & Company, 2 St Swithin Street, Aberdeen.	35	0.9090909090909091	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson &amp; Company, 2 St Swithin Street Aberdeen.	39	0.831858407079646	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson &amp; Company, 2 St Swithin Street, Aberdeen.	23	0.8596491228070176	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson and Company Limited, 2 Saint Swithin Street, Aberdeen.	418	0.9105691056910569	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson and Company Limited, St Swithin Street, Aberdeen.	10	0.9322033898305084	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	0.8468468468468469	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	B W Wilson and Co, 2 St Swithin Street, Aberdeen.	1	0.8037383177570093	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson &amp; Company Limited, 2 St Swithin Street, Aberdeen.	1	0.9508196721311475	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson & Company, 2, St Swithin Street, Aberdeen.	16	0.8828828828828829	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson and Company Limited. St Swithin Street, Aberdeen.	2	0.8983050847457628	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G N Wilson and Company Limited, St Swithin Street, Aberdeen.	2	0.8983050847457628	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	GW Wilson and Company Limited, 2 St Swithin Street, Aberdeen.	24	0.9243697478991597	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson & Company Limited, 2 Saint Swithin Street, Aberdeen.	66	0.9586776859504132	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	GW Wilson, 2 Saint Swithin Street, Aberdeen.	315	0.7254901960784313	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	GW Wilson and Company Limited, 2 Saint Swithin Street, Aberdeen.	28	0.8852459016393442	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson and Company Limited, in liquidation, 2 St Swithin Street, Aberdeen.	2	0.8382352941176471	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson and Company, St Swithin Street, Aberdeen, Scotland.	18	0.75	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson & Co Limited, 2 St Swithin Street, Aberdeen.	1	0.9380530973451328	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson, 2 St Swithin Street, Aberdeen.	5	0.8	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson & Company Limited, in liquidation, 2 Saint Swithin Street, Aberdeen. John Hay Wilson, Liquidator.	8	0.6987951807228916	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson and Company Limited, 2, St Swithin Street, Aberdeen.	6	0.9256198347107438	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson & Co, 2 St Swithin Street, Aberdeen.	19	0.8571428571428571	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson and Company Limited 2 St Swithin Street, Aberdeen.	217	0.9243697478991597	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson and Company Limited, 2 St Swithin Stret, Aberdeen.	1	0.9411764705882353	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	0.9243697478991597	
G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	GW Wilson & Company, 2 St Swithin Street, Aberdeen.	4	0.8807339449541285	
Alexander Corbett, 10 Park Place, Regent's Park, London.	158	Alexander Corbett, 10 Park Place, Regents Park, London.	25	0.9724770642201835	
Alexander Corbett, 10 Park Place, Regent's Park, London.	158	Alexander Corbett, 37 Park Road, London.	1	0.6808510638297872	
Alexander Corbett, 10 Park Place, Regent's Park, London.	158	Alexander Corbett, 19 Park Road, Regent's Park, London.	19	0.8623853211009175	
Maurice Graham, Black Bull Street, Leeds.	156	Horace John Greaves, Black Bull Street, Leeds.	5	0.7294117647058823	
Maurice Graham, Black Bull Street, Leeds.	156	Maurice Graham, Blackbull Street, Leeds.	1	0.9367088607594937	
Oscar Remandas, 30 Huron Road, Balham, London.	155	Oscar Remandas, 30 Huron Road, Balham.	3	0.8780487804878049	
Oscar Remandas, 30 Huron Road, Balham, London.	155	Oscar Remandas, 20 Huron Road, Balham, London S.W.	1	0.8936170212765957	
Oscar Remandas, 30 Huron Road, Balham, London.	155	Oscar Remandas, 30 Huron Road Balham, London.	8	0.9662921348314607	
Kinze Brothers, 156 Aldersgate Street, London.	152	William Potter, 160 Aldersgate Street, London.	2	0.6666666666666666	
Kinze Brothers, 156 Aldersgate Street, London.	152	William Potter, 137 Aldersgate Street, London.	1	0.6666666666666666	
Kinze Brothers, 156 Aldersgate Street, London.	152	Robert Canton, 13 Aldersgate Street, London.	1	0.6590909090909091	
Kinze Brothers, 156 Aldersgate Street, London.	152	Robert Sayle, 174 Aldersgate Street, London.	1	0.6590909090909091	
Kinze Brothers, 156 Aldersgate Street, London.	152	Kinze Brothers, 10 Bath Street, Newgate Street, London.	8	0.7070707070707071	
Edward Fox, 44 Market Street, Brighton, Sussex.	151	Edward Fox, 44 Market Street, Brighton.	20	0.8809523809523809	
